Date,Cummulative Advancing Coins (%24h),Cummulative Declining Coins (%24h),,ADVN - DECN,,19 Calc,39 Calc,,Osc (MO),Index (MSI)
16 Feb 2022,36,89,,-53,,6.771134068,2.268112594,,4.503021474,40.46743579
17 Feb 2022,4,121,,-117,,0.7940206612,-0.4952930357,,1.289313697,41.75674949
18 Feb 2022,27,98,,-71,,-10.9853814,-6.320528384,,-4.664853021,37.09189647
19 Feb 2022,57,68,,-11,,-16.98684326,-9.554501965,,-7.4323413,29.65955517
20 Feb 2022,4,121,,-117,,-16.38815894,-9.626776866,,-6.761382072,22.8981731
21 Feb 2022,6,119,,-113,,-26.44934304,-14.99543802,,-11.45390502,11.44426808
22 Feb 2022,115,10,,105,,-35.10440874,-19.89566612,,-15.20874262,-3.76447454
23 Feb 2022,9,116,,-107,,-21.09396787,-13.65088282,,-7.44308505,-11.20755959
24 Feb 2022,49,76,,-27,,-29.68457108,-18.31833868,,-11.3662324,-22.57379199
25 Feb 2022,118,7,,111,,-29.41611397,-18.75242174,,-10.66369223,-33.23748422
26 Feb 2022,73,52,,21,,-15.37450257,-12.26480065,,-3.10970192,-36.34718614
27 Feb 2022,11,114,,-103,,-11.73705232,-10.60156062,,-1.135491695,-37.48267784
28 Feb 2022,119,6,,113,,-20.86334709,-15.22148259,,-5.641864495,-43.12454233
1 Mar 2022,83,42,,41,,-7.477012377,-8.810408461,,1.333396084,-41.79114625
2 Mar 2022,33,92,,-59,,-2.629311139,-6.319888038,,3.690576899,-38.10056935
3 Mar 2022,24,101,,-77,,-8.266380025,-8.953893636,,0.687513611,-37.41305574
4 Mar 2022,9,116,,-107,,-15.13974202,-12.35619895,,-2.783543068,-40.19659881
5 Mar 2022,109,16,,93,,-24.32576782,-17.08838901,,-7.237378814,-47.43397762
6 Mar 2022,7,118,,-111,,-12.59319104,-11.58396956,,-1.009221482,-48.4431991
7 Mar 2022,33,92,,-59,,-22.43387193,-16.55477108,,-5.879100856,-54.32229996
8 Mar 2022,104,21,,83,,-26.09048474,-18.67703252,,-7.413452217,-61.73575218
9 Mar 2022,118,7,,111,,-15.18143627,-13.5931809,,-1.588255369,-63.32400754
10 Mar 2022,18,107,,-89,,-2.56329264,-7.363521853,,4.800229213,-58.52377833
11 Mar 2022,18,107,,-89,,-11.20696338,-11.44534576,,0.2383823845,-58.28539595
12 Mar 2022,79,46,,33,,-18.98626704,-15.32307847,,-3.663188566,-61.94858451
13 Mar 2022,16,109,,-93,,-13.78764033,-12.90692455,,-0.8807157857,-62.8293003
14 Mar 2022,114,11,,103,,-21.7088763,-16.91157832,,-4.79729798,-67.62659828
15 Mar 2022,49,76,,-27,,-9.237988671,-10.91599941,,1.678010734,-65.94858754
16 Mar 2022,122,3,,119,,-11.0141898,-11.72019944,,0.7060096312,-65.24257791
17 Mar 2022,53,72,,-19,,1.987229176,-5.184189463,,7.17141864,-58.07115927
18 Mar 2022,111,14,,97,,-0.1114937412,-5.87497999,,5.763486249,-52.30767302
19 Mar 2022,99,26,,73,,9.599655633,-0.7312309907,,10.33088662,-41.9767864
20 Mar 2022,21,104,,-83,,15.93969007,2.955330559,,12.98435951,-28.99242689
21 Mar 2022,85,40,,45,,6.045721063,-1.342435969,,7.388157032,-21.60426986
22 Mar 2022,103,22,,81,,9.941148956,0.9746858293,,8.966463127,-12.63780673
23 Mar 2022,107,18,,89,,17.04703406,4.975951538,,12.07108252,-0.566724208
24 Mar 2022,96,29,,67,,24.24233065,9.177153961,,15.06517669,14.49845249
25 Mar 2022,34,91,,-57,,28.51809759,12.06829626,,16.44980133,30.94825381
26 Mar 2022,108,17,,91,,19.96628783,8.61488145,,11.35140638,42.29966019
27 Mar 2022,119,6,,113,,27.06965905,12.73413738,,14.33552167,56.63518186
28 Mar 2022,38,87,,-49,,35.66269314,17.74743051,,17.91526263,74.5504445
29 Mar 2022,108,17,,91,,27.19642383,14.41005898,,12.78636485,87.33680934
30 Mar 2022,84,41,,43,,33.57678145,18.23955603,,15.33722541,102.6740348
31 Mar 2022,27,98,,-71,,34.5191033,19.47757823,,15.04152507,117.7155598
1 Apr 2022,113,12,,101,,23.96719297,14.95369932,,9.01349365,126.7290535
2 Apr 2022,47,78,,-31,,31.67047367,19.25601435,,12.41445932,139.1435128
3 Apr 2022,103,22,,81,,25.40342631,16.74321364,,8.66021267,147.8037255
4 Apr 2022,32,93,,-61,,30.96308368,19.95605295,,11.00703072,158.8107562
5 Apr 2022,8,117,,-109,,21.76677531,15.90825031,,5.858525001,164.6692812
6 Apr 2022,12,113,,-101,,8.690097777,9.662837792,,-0.9727400145,163.6965412
7 Apr 2022,115,10,,105,,-2.278912,4.129695902,,-6.408607903,157.2879333
8 Apr 2022,14,111,,-97,,8.4489792,9.173211107,,-0.7242319075,156.5637014
9 Apr 2022,115,10,,105,,-2.09591872,3.864550552,,-5.960469272,150.6032321
10 Apr 2022,16,109,,-93,,8.613673152,8.921323024,,-0.3076498725,150.2955822
11 Apr 2022,9,116,,-107,,-1.547694163,3.825256873,,-5.372951036,144.9226312
12 Apr 2022,113,12,,101,,-12.09292475,-1.716005971,,-10.37691878,134.5457124
13 Apr 2022,113,12,,101,,-0.7836322724,3.419794328,,-4.2034266,130.3422858
14 Apr 2022,20,105,,-85,,9.394730955,8.298804611,,1.095926343,131.4382121
15 Apr 2022,106,19,,87,,-0.04474214065,3.633864381,,-3.678606522,127.7596056
16 Apr 2022,54,71,,-17,,8.659732073,7.802171162,,0.8575609116,128.6171665
17 Apr 2022,15,110,,-95,,6.093758866,6.562062604,,-0.4683037377,128.1488628
18 Apr 2022,107,18,,89,,-4.015617021,1.483959474,,-5.499576494,122.6492863
19 Apr 2022,110,15,,95,,5.285944682,5.8597615,,-0.5738168184,122.0754695
20 Apr 2022,32,93,,-61,,14.25735021,10.31677342,,3.940576788,126.0160463
21 Apr 2022,17,108,,-91,,6.731615192,6.750934754,,-0.01931956162,125.9967267
22 Apr 2022,45,80,,-35,,-3.041546327,1.863388016,,-4.904934343,121.0917924
23 Apr 2022,26,99,,-73,,-6.237391694,0.02021861517,,-6.25761031,114.8341821
24 Apr 2022,27,98,,-71,,-12.91365253,-3.630792316,,-9.282860209,105.5513218
25 Apr 2022,73,52,,21,,-18.72228727,-6.9992527,,-11.72303457,93.82828728
26 Apr 2022,7,118,,-111,,-14.75005855,-5.599290065,,-9.15076848,84.6775188
27 Apr 2022,113,12,,101,,-24.37505269,-10.86932556,,-13.50572713,71.17179167
28 Apr 2022,43,82,,-39,,-11.83754742,-5.275859283,,-6.561688138,64.61010353
29 Apr 2022,8,117,,-109,,-14.55379268,-6.962066319,,-7.59172636,57.01837717
30 Apr 2022,8,117,,-109,,-23.99841341,-12.063963,,-11.93445041,45.08392676
1 May 2022,109,16,,93,,-32.49857207,-16.91076485,,-15.58780722,29.49611954
2 May 2022,34,91,,-57,,-19.94871486,-11.41522661,,-8.533488253,20.96263129
3 May 2022,28,97,,-69,,-23.65384338,-13.69446528,,-9.959378097,11.00325319
4 May 2022,120,5,,115,,-28.18845904,-16.45974202,,-11.72871702,-0.7254638307
5 May 2022,6,119,,-113,,-13.86961314,-9.886754915,,-3.98285822,-4.708322051
6 May 2022,35,90,,-55,,-23.78265182,-15.04241717,,-8.740234652,-13.4485567
7 May 2022,9,116,,-107,,-26.90438664,-17.04029631,,-9.864090329,-23.31264703
8 May 2022,20,105,,-85,,-34.91394798,-21.5382815,,-13.37566648,-36.68831351
9 May 2022,2,123,,-121,,-39.92255318,-24.71136742,,-15.21118576,-51.89949927
10 May 2022,101,24,,77,,-48.03029786,-29.52579905,,-18.50449881,-70.40399808
11 May 2022,7,118,,-111,,-35.52726807,-24.1995091,,-11.32775898,-81.73175706
12 May 2022,25,100,,-75,,-43.07454127,-28.53953364,,-14.53500762,-96.26676468
13 May 2022,112,13,,99,,-46.26708714,-30.86255696,,-15.40453018,-111.6712949
14 May 2022,109,16,,93,,-31.74037843,-24.36942911,,-7.370949314,-119.0422442
15 May 2022,114,11,,103,,-19.26634058,-18.50095766,,-0.765382927,-119.8076271
16 May 2022,3,122,,-119,,-7.039706525,-12.42590977,,5.386203249,-114.4214239
17 May 2022,120,5,,115,,-18.23573587,-17.75461429,,-0.4811215876,-114.9025454
18 May 2022,4,121,,-117,,-4.912162285,-11.11688357,,6.204721285,-108.6978242
19 May 2022,121,4,,117,,-16.12094606,-16.41103939,,0.2900933354,-108.4077308
20 May 2022,14,111,,-97,,-2.808851451,-9.740487423,,6.931635971,-101.4760948
21 May 2022,106,19,,87,,-12.22796631,-14.10346305,,1.875496745,-99.6005981
22 May 2022,113,12,,101,,-2.305169675,-9.048289899,,6.743120223,-92.85747788
23 May 2022,18,107,,-89,,8.025347292,-3.545875404,,11.5712227,-81.28625518
24 May 2022,91,34,,57,,-1.677187437,-7.818581634,,6.141394197,-75.14486099
25 May 2022,23,102,,-79,,4.190531307,-4.577652552,,8.768183859,-66.37667713
26 May 2022,10,115,,-105,,-4.128521824,-8.298769924,,4.1702481,-62.20642903
27 May 2022,16,109,,-93,,-14.21566964,-13.13383143,,-1.081838213,-63.28826724
28 May 2022,114,11,,103,,-22.09410268,-17.12713986,,-4.966962821,-68.25523006
29 May 2022,107,18,,89,,-9.58469241,-11.12078286,,1.536090454,-66.71913961
30 May 2022,118,7,,111,,0.2737768312,-6.114743721,,6.388520552,-60.33061906
31 May 2022,43,82,,-39,,11.34639915,-0.2590065348,,11.60540568,-48.72521337
1 Jun 2022,6,119,,-113,,6.311759233,-2.196056208,,8.507815441,-40.21739793
2 Jun 2022,112,13,,99,,-5.61941669,-7.736253398,,2.116836708,-38.10056123
3 Jun 2022,6,119,,-113,,4.842524979,-2.399440728,,7.241965707,-30.85859552
4 Jun 2022,94,31,,63,,-6.941727519,-7.929468691,,0.9877411724,-29.87085435
5 Jun 2022,51,74,,-23,,0.05244523297,-4.382995257,,4.43544049,-25.43541386
6 Jun 2022,113,12,,101,,-2.25279929,-5.313845494,,3.061046204,-22.37436765
7 Jun 2022,24,101,,-77,,8.072480639,0.001846780747,,8.070633858,-14.30373379
8 Jun 2022,24,101,,-77,,-0.4347674252,-3.848245558,,3.413478133,-10.89025566
9 Jun 2022,49,76,,-27,,-8.091290683,-7.50583328,,-0.5854574023,-11.47571306
10 Jun 2022,5,120,,-115,,-9.982161614,-8.480541616,,-1.501619998,-12.97733306
11 Jun 2022,9,116,,-107,,-20.48394545,-13.80651454,,-6.677430917,-19.65476398
12 Jun 2022,13,112,,-99,,-29.13555091,-18.46618881,,-10.6693621,-30.32412608
13 Jun 2022,9,116,,-107,,-36.12199582,-22.49287937,,-13.62911645,-43.95324253
14 Jun 2022,81,44,,37,,-43.20979624,-26.7182354,,-16.49156084,-60.44480336
15 Jun 2022,114,11,,103,,-35.18881661,-23.53232363,,-11.65649298,-72.10129634
16 Jun 2022,2,123,,-121,,-21.36993495,-17.20570745,,-4.164227502,-76.26552385
17 Jun 2022,114,11,,103,,-31.33294146,-22.39542208,,-8.937519379,-85.20304323
18 Jun 2022,14,111,,-97,,-17.89964731,-16.12565097,,-1.773996338,-86.97703956
19 Jun 2022,122,3,,119,,-25.80968258,-20.16936842,,-5.640314155,-92.61735372
20 Jun 2022,102,23,,79,,-11.32871432,-13.2109,,1.882185681,-90.73516804
21 Jun 2022,91,34,,57,,-2.295842889,-8.600355002,,6.304512113,-84.43065592
22 Jun 2022,19,106,,-87,,3.6337414,-5.320337252,,8.954078652,-75.47657727
23 Jun 2022,120,5,,115,,-5.42963274,-9.40432039,,3.97468765,-71.50188962
24 Jun 2022,112,13,,99,,6.613330534,-3.18410437,,9.797434904,-61.70445472
25 Jun 2022,77,48,,29,,15.85199748,1.925100848,,13.92689663,-47.77755809
26 Jun 2022,14,111,,-97,,17.16679773,3.278845806,,13.88795193,-33.88960616
27 Jun 2022,57,68,,-11,,5.750117959,-1.735096484,,7.485214444,-26.40439172
28 Jun 2022,12,113,,-101,,4.075106163,-2.19834166,,6.273447823,-20.13094389
29 Jun 2022,31,94,,-63,,-6.432404453,-7.138424577,,0.7060201241,-19.42492377
30 Jun 2022,33,92,,-59,,-12.08916401,-9.931503348,,-2.157660659,-21.58258443
1 Jul 2022,33,92,,-59,,-16.78024761,-12.38492818,,-4.395319426,-25.97790385
2 Jul 2022,82,43,,39,,-21.00222285,-14.71568177,,-6.286541074,-32.26444493
3 Jul 2022,72,53,,19,,-15.00200056,-12.02989768,,-2.972102878,-35.23654781
4 Jul 2022,117,8,,109,,-11.60180051,-10.4784028,,-1.123397706,-36.35994551
5 Jul 2022,23,102,,-79,,0.4583795451,-4.504482659,,4.962862204,-31.39708331
6 Jul 2022,108,17,,91,,-7.487458409,-8.229258526,,0.7418001167,-30.65528319
7 Jul 2022,116,9,,107,,2.361287432,-3.2677956,,5.629083031,-25.02620016
8 Jul 2022,27,98,,-71,,12.82515869,2.24559418,,10.57956451,-14.44663565
9 Jul 2022,102,23,,79,,4.44264282,-1.416685529,,5.859328348,-8.587307304
10 Jul 2022,18,107,,-89,,11.89837854,2.604148748,,9.29422979,0.7069224858
11 Jul 2022,6,119,,-113,,1.808540684,-1.97605869,,3.784599374,4.491521859
12 Jul 2022,16,109,,-93,,-9.672313385,-7.527255755,,-2.145057629,2.34646423
13 Jul 2022,123,2,,121,,-18.00508205,-11.80089297,,-6.204189079,-3.857724848
14 Jul 2022,109,16,,93,,-4.104573841,-5.160848319,,1.056274478,-2.801450371
15 Jul 2022,88,37,,51,,5.605883543,-0.2528059032,,5.858689446,3.057239075
16 Jul 2022,116,9,,107,,10.14529519,2.309834392,,7.835460796,10.89269987
17 Jul 2022,29,96,,-67,,19.83076567,7.544342672,,12.286423,23.17912287
18 Jul 2022,120,5,,115,,11.1476891,3.817125539,,7.330563564,30.50968643
19 Jul 2022,95,30,,65,,21.53292019,9.376269262,,12.15665093,42.66633736
20 Jul 2022,8,117,,-109,,25.87962817,12.1574558,,13.72217237,56.38850974
21 Jul 2022,110,15,,95,,12.39166536,6.099583009,,6.292082347,62.68059208
22 Jul 2022,24,101,,-77,,20.65249882,10.54460386,,10.10789496,72.78848705
23 Jul 2022,65,60,,5,,10.88724894,6.167373665,,4.719875273,77.50836232
24 Jul 2022,59,66,,-7,,10.29852404,6.109004982,,4.189519062,81.69788138
25 Jul 2022,6,119,,-113,,8.56867164,5.453554733,,3.115116907,84.81299829
26 Jul 2022,63,62,,1,,-3.588195524,-0.4691230036,,-3.11907252,81.69392577
27 Jul 2022,119,6,,113,,-3.129375972,-0.3956668534,,-2.733709118,78.96021665
28 Jul 2022,116,9,,107,,8.483561626,5.274116489,,3.209445136,82.16966179
29 Jul 2022,62,63,,-1,,18.33520546,10.36041066,,7.974794798,90.14445658
30 Jul 2022,64,61,,3,,16.40168492,9.792390132,,6.609294785,96.75375137
31 Jul 2022,39,86,,-47,,15.06151642,9.452770625,,5.6087458,102.3624972
1 Aug 2022,71,54,,17,,8.855364782,6.630132094,,2.225232689,104.5877299
2 Aug 2022,26,99,,-73,,9.669828304,7.148625489,,2.521202815,107.1089327
3 Aug 2022,53,72,,-19,,1.402845474,3.141194215,,-1.738348741,105.3705839
4 Aug 2022,86,39,,47,,-0.6374390736,2.034134504,,-2.671573577,102.6990104
5 Aug 2022,119,6,,113,,4.126304834,4.282427779,,-0.1561229449,102.5428874
6 Aug 2022,30,95,,-65,,15.01367435,9.71830639,,5.295367961,107.8382554
7 Aug 2022,82,43,,39,,7.012306915,5.98239107,,1.029915845,108.8681712
8 Aug 2022,108,17,,91,,10.21107622,7.633271517,,2.577804707,111.4459759
9 Aug 2022,16,109,,-93,,18.2899686,11.80160794,,6.488360661,117.9343366
10 Aug 2022,117,8,,109,,7.160971741,6.561527544,,0.5994441975,118.5337808
11 Aug 2022,42,83,,-41,,17.34487457,11.68345117,,5.661423401,124.1952042
12 Aug 2022,113,12,,101,,11.51038711,9.049278608,,2.461108502,126.6563127
13 Aug 2022,44,81,,-37,,20.4593484,13.64681468,,6.812533722,133.4688464
14 Aug 2022,18,107,,-89,,14.71341356,11.11447394,,3.598939615,137.067786
15 Aug 2022,31,94,,-63,,4.342072204,6.108750247,,-1.766678043,135.301108
16 Aug 2022,32,93,,-61,,-2.392135017,2.653312734,,-5.045447751,130.2556602
17 Aug 2022,16,109,,-93,,-8.252921515,-0.5293529023,,-7.723568613,122.5320916
18 Aug 2022,12,113,,-101,,-16.72762936,-5.152885257,,-11.57474411,110.9573475
19 Aug 2022,10,115,,-105,,-25.15486643,-9.945240994,,-15.20962543,95.74772207
20 Aug 2022,58,67,,-9,,-33.13937978,-14.69797894,,-18.44140084,77.30632123
21 Aug 2022,116,9,,107,,-30.72544181,-14.41308,,-16.31236181,60.99395942
22 Aug 2022,30,95,,-65,,-16.95289763,-8.342425997,,-8.610471628,52.3834878
23 Aug 2022,105,20,,85,,-21.75760786,-11.1753047,,-10.58230317,41.80118463
24 Aug 2022,41,84,,-43,,-11.08184708,-6.366539463,,-4.715307614,37.08587702
25 Aug 2022,92,33,,59,,-14.27366237,-8.19821249,,-6.075449879,31.01042714
26 Aug 2022,6,119,,-113,,-6.946296132,-4.838301865,,-2.107994267,28.90243287
27 Aug 2022,73,52,,21,,-17.55166652,-10.24638677,,-7.305279747,21.59715312
28 Aug 2022,14,111,,-97,,-13.69649987,-8.684067433,,-5.012432434,16.58472069
29 Aug 2022,122,3,,119,,-22.02684988,-13.09986406,,-8.926985819,7.657734872
30 Aug 2022,15,110,,-95,,-7.924164892,-6.494870859,,-1.429294034,6.228440838
31 Aug 2022,74,51,,23,,-16.6317484,-10.92012732,,-5.711621087,0.5168197506
1 Sep 2022,85,40,,45,,-12.66857356,-9.22412095,,-3.444452613,-2.927632862
2 Sep 2022,42,83,,-41,,-6.901716206,-6.512914902,,-0.3888013041,-3.316434166
3 Sep 2022,54,71,,-17,,-10.31154459,-8.237269157,,-2.074275429,-5.390709595
4 Sep 2022,105,20,,85,,-10.98039013,-8.675405699,,-2.304984428,-7.695694023
5 Sep 2022,47,78,,-31,,-1.382351115,-3.991635414,,2.6092843,-5.086409723
6 Sep 2022,5,120,,-115,,-4.344116003,-5.342053644,,0.9979376406,-4.088472082
7 Sep 2022,116,9,,107,,-15.4097044,-10.82495096,,-4.584753441,-8.673225524
8 Sep 2022,85,40,,45,,-3.168733962,-4.933703413,,1.764969451,-6.908256073
9 Sep 2022,118,7,,111,,1.648139434,-2.437018243,,4.085157677,-2.823098396
10 Sep 2022,82,43,,39,,12.58332549,3.234832669,,9.348492821,6.525394425
11 Sep 2022,45,80,,-35,,15.22499294,5.023091036,,10.20190191,16.72729633
12 Sep 2022,43,82,,-39,,10.20249365,3.021936484,,7.180557163,23.90785349
13 Sep 2022,9,116,,-107,,5.282244282,0.9208396599,,4.361404623,28.26925812
14 Sep 2022,98,27,,71,,-5.945980146,-4.475202323,,-1.470777823,26.79848029
15 Sep 2022,15,110,,-95,,1.748617869,-0.7014422069,,2.450060076,29.24854037
16 Sep 2022,81,44,,37,,-7.926243918,-5.416370097,,-2.509873821,26.73866655
17 Sep 2022,111,14,,97,,-3.433619526,-3.295551592,,-0.1380679345,26.60059861
18 Sep 2022,6,119,,-113,,6.609742426,1.719225988,,4.890516439,31.49111505
19 Sep 2022,105,20,,85,,-5.351231816,-4.016735312,,-1.334496505,30.15661855
20 Sep 2022,25,100,,-75,,3.683891365,0.434101454,,3.249789911,33.40640846
21 Sep 2022,25,100,,-75,,-4.184497771,-3.337603619,,-0.8468941525,32.55951431
22 Sep 2022,114,11,,103,,-11.26604799,-6.920723438,,-4.345324556,28.21418975
23 Sep 2022,78,47,,31,,0.1605568053,-1.424687266,,1.585244071,29.79943382
24 Sep 2022,19,106,,-87,,3.244501125,0.1965470974,,3.047954027,32.84738785
25 Sep 2022,23,102,,-79,,-5.779948988,-4.163280257,,-1.61666873,31.23071912
26 Sep 2022,97,28,,69,,-13.10195409,-7.905116245,,-5.196837844,26.03388127
27 Sep 2022,37,88,,-51,,-4.89175868,-4.059860432,,-0.8318982477,25.20198303
28 Sep 2022,62,63,,-1,,-9.502582812,-6.406867411,,-3.095715401,22.10626762
29 Sep 2022,91,34,,57,,-8.652324531,-6.13652404,,-2.515800491,19.59046713
30 Sep 2022,24,101,,-77,,-2.087092078,-2.979697838,,0.8926057604,20.48307289
1 Oct 2022,31,94,,-63,,-9.57838287,-6.680712946,,-2.897669924,17.58540297
2 Oct 2022,18,107,,-89,,-14.92054458,-9.496677299,,-5.423867284,12.16153569
3 Oct 2022,112,13,,99,,-22.32849012,-13.47184343,,-8.856646691,3.304888995
4 Oct 2022,114,11,,103,,-10.19564111,-7.848251262,,-2.34738985,0.9574991456
5 Oct 2022,28,97,,-69,,1.123922999,-2.305838699,,3.429761698,4.387260844
6 Oct 2022,32,93,,-61,,-5.888469301,-5.640546764,,-0.2479225367,4.139338307
7 Oct 2022,50,75,,-25,,-11.39962237,-8.408519426,,-2.991102945,1.148235362
8 Oct 2022,30,95,,-65,,-12.75966013,-9.238093455,,-3.521566679,-2.373331317
9 Oct 2022,100,25,,75,,-17.98369412,-12.02618878,,-5.957505338,-8.330836655
10 Oct 2022,13,112,,-99,,-8.685324708,-7.674879343,,-1.010445365,-9.34128202
11 Oct 2022,29,96,,-67,,-17.71679224,-12.24113538,,-5.475656862,-14.81693888
12 Oct 2022,74,51,,23,,-22.64511301,-14.97907861,,-7.666034407,-22.48297329
13 Oct 2022,36,89,,-53,,-18.08060171,-13.08012468,,-5.000477036,-27.48345032
14 Oct 2022,42,83,,-41,,-21.57254154,-15.07611844,,-6.496423098,-33.97987342
15 Oct 2022,52,73,,-21,,-23.51528739,-16.37231252,,-7.142974866,-41.12284829
16 Oct 2022,104,21,,83,,-23.26375865,-16.60369689,,-6.660061754,-47.78291004
17 Oct 2022,112,13,,99,,-12.63738278,-11.62351205,,-1.013870734,-48.79678078
18 Oct 2022,25,100,,-75,,-1.473644505,-6.092336447,,4.618691942,-44.17808883
19 Oct 2022,14,111,,-97,,-8.826280055,-9.537719625,,0.7114395704,-43.46664926
20 Oct 2022,39,86,,-47,,-17.64365205,-13.91083364,,-3.732818405,-47.19946767
21 Oct 2022,86,39,,47,,-20.57928684,-15.56529196,,-5.013994883,-52.21346255
22 Oct 2022,70,55,,15,,-13.82135816,-12.43702736,,-1.384330796,-53.59779335
23 Oct 2022,112,13,,99,,-10.93922234,-11.065176,,0.1259536515,-53.4718397
24 Oct 2022,15,110,,-95,,0.05469989055,-5.561917196,,5.616617086,-47.85522261
25 Oct 2022,115,10,,105,,-9.450770099,-10.03382134,,0.5830512373,-47.27217137
26 Oct 2022,111,14,,97,,1.994306911,-4.282130269,,6.27643718,-40.99573419
27 Oct 2022,14,111,,-97,,11.49487622,0.7819762445,,10.71289998,-30.28283422
28 Oct 2022,107,18,,89,,0.6453885982,-4.107122568,,4.752511166,-25.53032305
29 Oct 2022,88,37,,51,,9.480849738,0.5482335606,,8.932616178,-16.59770687
30 Oct 2022,38,87,,-49,,13.63276476,3.070821883,,10.56194288,-6.035763992
31 Oct 2022,52,73,,-21,,7.369488288,0.4672807885,,6.9022075,0.8664435077
1 Nov 2022,34,91,,-57,,4.532539459,-0.606083251,,5.13862271,6.005066218
2 Nov 2022,23,102,,-79,,-1.620714487,-3.425779088,,1.805064602,7.81013082
3 Nov 2022,103,22,,81,,-9.358643038,-7.204490134,,-2.154152904,5.655977916
4 Nov 2022,117,8,,109,,-0.3227787342,-2.794265627,,2.471486893,8.127464809
5 Nov 2022,53,72,,-19,,10.60949914,2.795447654,,7.814051485,15.94151629
6 Nov 2022,4,121,,-117,,7.648549225,1.705675271,,5.942873954,21.88439025
7 Nov 2022,65,60,,5,,-4.816305697,-4.229608492,,-0.586697205,21.29769304
8 Nov 2022,4,121,,-117,,-3.834675128,-3.768128068,,-0.06654705992,21.23114598
9 Nov 2022,5,120,,-115,,-15.15120761,-9.429721664,,-5.721485951,15.50966003
10 Nov 2022,120,5,,115,,-25.13608685,-14.70823558,,-10.42785127,5.08180876
11 Nov 2022,16,109,,-93,,-11.12247817,-8.222823802,,-2.899654366,2.182154394
12 Nov 2022,15,110,,-95,,-19.31023035,-12.46168261,,-6.848547739,-4.666393345
13 Nov 2022,27,98,,-71,,-26.87920732,-16.58859848,,-10.29060883,-14.95700218
14 Nov 2022,94,31,,63,,-31.29128658,-19.30916856,,-11.98211803,-26.93912021
15 Nov 2022,99,26,,73,,-21.86215793,-15.19371013,,-6.668447797,-33.607568
16 Nov 2022,23,102,,-79,,-12.37594213,-10.78402462,,-1.591917511,-35.19948551
17 Nov 2022,41,84,,-43,,-19.03834792,-14.19482339,,-4.843524528,-40.04301004
18 Nov 2022,94,31,,63,,-21.43451313,-15.63508222,,-5.799430906,-45.84244095
19 Nov 2022,77,48,,29,,-12.99106182,-11.70332811,,-1.287733704,-47.13017465
20 Nov 2022,7,118,,-111,,-8.791955634,-9.668161705,,0.8762060718,-46.25396858
21 Nov 2022,30,95,,-65,,-19.01276007,-14.73475362,,-4.27800645,-50.53197503
22 Nov 2022,107,18,,89,,-23.61148406,-17.24801594,,-6.363468124,-56.89544316
23 Nov 2022,119,6,,113,,-12.35033566,-11.93561514,,-0.4147205147,-57.31016367
24 Nov 2022,55,70,,-15,,0.1846979087,-5.688834385,,5.873532294,-51.43663138
25 Nov 2022,44,81,,-37,,-1.333771882,-6.154392666,,4.820620784,-46.61601059
26 Nov 2022,60,65,,-5,,-4.900394694,-7.696673033,,2.796278339,-43.81973225
27 Nov 2022,47,78,,-31,,-4.910355225,-7.561839381,,2.651484156,-41.1682481
28 Nov 2022,18,107,,-89,,-7.519319702,-8.733747412,,1.21442771,-39.95382039
29 Nov 2022,102,23,,79,,-15.66738773,-12.74706004,,-2.920327691,-42.87414808
30 Nov 2022,114,11,,103,,-6.200648959,-8.159707039,,1.959058081,-40.91509
1 Dec 2022,32,93,,-61,,4.719415937,-2.601721687,,7.321137624,-33.59395237
2 Dec 2022,105,20,,85,,-1.852525657,-5.521635603,,3.669109946,-29.92484243
3 Dec 2022,7,118,,-111,,6.832726909,-0.9955538228,,7.828280732,-22.0965617
4 Dec 2022,111,14,,97,,-4.950545782,-6.495776132,,1.54523035,-20.55133135
5 Dec 2022,36,89,,-53,,5.244508796,-1.320987325,,6.565496121,-13.98583522
6 Dec 2022,65,60,,5,,-0.5799420833,-3.904937959,,3.324995876,-10.66083935
7 Dec 2022,10,115,,-105,,-0.02194787493,-3.459691061,,3.437743186,-7.223096162
8 Dec 2022,117,8,,109,,-10.51975309,-8.536706508,,-1.98304658,-9.206142742
9 Dec 2022,32,93,,-61,,1.432222221,-2.659871182,,4.092093404,-5.114049338
10 Dec 2022,78,47,,31,,-4.811000001,-5.576877623,,0.7658776225,-4.348171716
11 Dec 2022,22,103,,-81,,-1.229900001,-3.748033742,,2.518133741,-1.830037974
12 Dec 2022,48,77,,-29,,-9.206910001,-7.610632055,,-1.596277946,-3.42631592
13 Dec 2022,90,35,,55,,-11.186219,-8.680100452,,-2.506118548,-5.932434468
14 Dec 2022,36,89,,-53,,-4.567597101,-5.49609543,,0.9284983291,-5.003936139
15 Dec 2022,23,102,,-79,,-9.41083739,-7.871290658,,-1.539546732,-6.543482872
16 Dec 2022,9,116,,-107,,-16.36975365,-11.42772613,,-4.942027526,-11.4855104
17 Dec 2022,95,30,,65,,-25.43277829,-16.20633982,,-9.226438467,-20.71194887
18 Dec 2022,36,89,,-53,,-16.38950046,-12.14602283,,-4.24347763,-24.95542649
19 Dec 2022,8,117,,-109,,-20.05055041,-14.18872169,,-5.861828725,-30.81725522
20 Dec 2022,116,9,,107,,-28.94549537,-18.9292856,,-10.01620977,-40.83346499
21 Dec 2022,24,101,,-77,,-15.35094583,-12.63282132,,-2.718124511,-43.5515895
