Date,Cummulative Advancing Coins (%24h),Cummulative Declining Coins (%24h),,ADVN - DECN,,19 Calc,39 Calc,,Osc (MO),Index (MSI)
31 Oct 2023,37,88,,-51,,32.19908279,20.48468881,,11.71439398,157.7308454
1 Nov 2023,110,15,,95,,23.87917452,16.91045437,,6.968720144,164.6995655
2 Nov 2023,33,92,,-59,,30.99125706,20.81493165,,10.17632541,174.8758909
3 Nov 2023,73,52,,21,,21.99213136,16.82418507,,5.167946287,180.0438372
4 Nov 2023,107,18,,89,,21.89291822,17.03297582,,4.859942405,184.9037796
5 Nov 2023,87,38,,49,,28.6036264,20.63132703,,7.972299374,192.876079
6 Nov 2023,103,22,,81,,30.64326376,22.04976067,,8.593503085,201.4695821
7 Nov 2023,32,93,,-61,,35.67893738,24.99727264,,10.68166474,212.1512468
8 Nov 2023,106,19,,87,,26.01104365,20.69740901,,5.313634637,217.4648815
9 Nov 2023,58,67,,-9,,32.10993928,24.01253856,,8.097400722,225.5622822
10 Nov 2023,96,29,,67,,27.99894535,22.36191163,,5.637033722,231.1993159
11 Nov 2023,61,64,,-3,,31.89905082,24.59381605,,7.305234769,238.5045507
12 Nov 2023,79,46,,33,,28.40914574,23.21412525,,5.195020489,243.6995712
13 Nov 2023,23,102,,-79,,28.86823116,23.70341898,,5.164812178,248.8643834
14 Nov 2023,41,84,,-43,,18.08140805,18.56824803,,-0.486839989,248.3775434
15 Nov 2023,120,5,,115,,11.97326724,15.48983563,,-3.516568392,244.860975
16 Nov 2023,13,112,,-99,,22.27594052,20.46534385,,1.810596666,246.6715716
17 Nov 2023,67,58,,9,,10.14834647,14.49207666,,-4.343730193,242.3278414
18 Nov 2023,50,75,,-25,,10.03351182,14.21747283,,-4.183961007,238.1438804
19 Nov 2023,109,16,,93,,6.530160637,12.25659918,,-5.726438548,232.4174419
20 Nov 2023,35,90,,-55,,15.17714457,16.29376923,,-1.116624652,231.3008172
21 Nov 2023,7,118,,-111,,8.159430116,12.72908076,,-4.569650648,226.7311666
22 Nov 2023,118,7,,111,,-3.756512896,6.542626726,,-10.29913962,216.432027
23 Nov 2023,57,68,,-11,,7.719138394,11.76549539,,-4.046356996,212.38567
24 Nov 2023,102,23,,79,,5.847224555,10.62722062,,-4.779996066,207.6056739
25 Nov 2023,95,30,,65,,13.1625021,14.04585959,,-0.8833574901,206.7223164
26 Nov 2023,28,97,,-69,,18.34625189,16.59356661,,1.752685279,208.4750017
27 Nov 2023,19,106,,-87,,9.6116267,12.31388828,,-2.702261579,205.7727401
28 Nov 2023,97,28,,69,,-0.04953596976,7.348193865,,-7.397729835,198.3750103
29 Nov 2023,42,83,,-41,,6.855417627,10.43078417,,-3.575366545,194.7996437
30 Nov 2023,65,60,,5,,2.069875864,7.859244963,,-5.789369099,189.0102746
1 Dec 2023,105,20,,85,,2.362888278,7.716282715,,-5.353394437,183.6568802
2 Dec 2023,115,10,,105,,10.62659945,11.58046858,,-0.9538691292,182.7030111
3 Dec 2023,47,78,,-31,,20.06393951,16.25144515,,3.812494355,186.5155054
4 Dec 2023,91,34,,57,,14.95754555,13.88887289,,1.068672662,187.5841781
5 Dec 2023,81,44,,37,,19.161791,16.04442925,,3.117361751,190.7015398
6 Dec 2023,33,92,,-59,,20.9456119,17.09220779,,3.853404113,194.554944
7 Dec 2023,98,27,,71,,12.95105071,13.2875974,,-0.3365466872,194.2183973
8 Dec 2023,102,23,,79,,18.75594564,16.17321753,,2.582728112,196.8011254
9 Dec 2023,51,74,,-23,,24.78035107,19.31455665,,5.465794424,202.2669198
10 Dec 2023,92,33,,59,,20.00231597,17.19882882,,2.803487149,205.070407
11 Dec 2023,19,106,,-87,,23.90208437,19.28888738,,4.613196993,209.6836039
12 Dec 2023,82,43,,39,,12.81187593,13.97444301,,-1.162567075,208.5210369
13 Dec 2023,98,27,,71,,15.43068834,15.22572086,,0.2049674823,208.7260044
14 Dec 2023,87,38,,49,,20.98761951,18.01443481,,2.973184691,211.699189
15 Dec 2023,14,111,,-97,,23.78885756,19.56371307,,4.225144481,215.9243335
16 Dec 2023,98,27,,71,,11.7099718,13.73552742,,-2.025555621,213.8987779
17 Dec 2023,16,109,,-93,,17.63897462,16.59875105,,1.04022357,214.9390015
18 Dec 2023,56,69,,-13,,6.575077158,11.1188135,,-4.543736339,210.3952651
19 Dec 2023,40,85,,-45,,4.617569442,9.912872822,,-5.29530338,205.0999618
20 Dec 2023,106,19,,87,,-0.3441875021,7.167229181,,-7.511416683,197.5885451
21 Dec 2023,98,27,,71,,8.390231248,11.15886772,,-2.768636474,194.8199086
22 Dec 2023,86,39,,47,,14.65120812,14.15092434,,0.5002837875,195.3201924
23 Dec 2023,60,65,,-5,,17.88608731,15.79337812,,2.092709192,197.4129016
24 Dec 2023,48,77,,-29,,15.59747858,14.75370921,,0.8437693668,198.2566709
25 Dec 2023,103,22,,81,,11.13773072,12.56602375,,-1.428293031,196.8283779
26 Dec 2023,44,81,,-37,,18.12395765,15.98772256,,2.136235085,198.964613
27 Dec 2023,80,45,,35,,12.61156188,13.33833644,,-0.7267745518,198.2378385
28 Dec 2023,28,97,,-69,,14.8504057,14.42141961,,0.4289860815,198.6668245
29 Dec 2023,39,86,,-47,,6.465365127,10.25034863,,-3.784983507,194.881841
30 Dec 2023,48,77,,-29,,1.118828614,7.387831202,,-6.269002588,188.6128384
31 Dec 2023,34,91,,-57,,-1.893054247,5.568439642,,-7.46149389,181.1513445
1 Jan 2024,117,8,,109,,-7.403748823,2.44001766,,-9.843766483,171.3075781
2 Jan 2024,41,84,,-43,,4.23662606,7.768016777,,-3.531390717,167.7761873
3 Jan 2024,20,105,,-85,,-0.4870365464,5.229615938,,-5.716652485,162.0595349
4 Jan 2024,106,19,,87,,-8.938332892,0.7181351413,,-9.656468033,152.4030668
5 Jan 2024,20,105,,-85,,0.6555003974,5.032228384,,-4.376727987,148.0263388
6 Jan 2024,16,109,,-93,,-7.910049642,0.530616965,,-8.440666607,139.5856722
7 Jan 2024,16,109,,-93,,-16.41904468,-4.145913883,,-12.27313079,127.3125414
8 Jan 2024,114,11,,103,,-24.07714021,-8.588618189,,-15.48852202,111.8240194
9 Jan 2024,24,101,,-77,,-11.36942619,-3.00918728,,-8.36023891,103.4637805
10 Jan 2024,118,7,,111,,-17.93248357,-6.708727916,,-11.22375565,92.24002486
11 Jan 2024,96,29,,67,,-5.039235213,-0.8232915198,,-4.215943693,88.02408116
12 Jan 2024,16,109,,-93,,2.164688308,2.567873056,,-0.4031847481,87.62089641
13 Jan 2024,96,29,,67,,-7.351780523,-2.210520597,,-5.141259926,82.47963649
14 Jan 2024,15,110,,-95,,0.08339752951,1.250005433,,-1.166607904,81.31302858
15 Jan 2024,98,27,,71,,-9.424942223,-3.562494838,,-5.862447385,75.4505812
16 Jan 2024,95,30,,65,,-1.382448001,0.1656299034,,-1.548077905,73.90250329
17 Jan 2024,25,100,,-75,,5.255796799,3.407348408,,1.848448391,75.75095169
18 Jan 2024,15,110,,-95,,-2.769782881,-0.5130190121,,-2.256763869,73.49418782
19 Jan 2024,56,69,,-13,,-11.99280459,-5.237368062,,-6.755436531,66.73875129
20 Jan 2024,65,60,,5,,-12.09352413,-5.625499658,,-6.468024475,60.27072681
21 Jan 2024,33,92,,-59,,-10.38417172,-5.094224676,,-5.289947045,54.98077977
22 Jan 2024,7,118,,-111,,-15.24575455,-7.789513442,,-7.456241106,47.52453866
23 Jan 2024,52,73,,-21,,-24.82117909,-12.95003777,,-11.87114132,35.65339734
24 Jan 2024,96,29,,67,,-24.43906118,-13.35253588,,-11.0865253,24.56687203
25 Jan 2024,32,93,,-61,,-15.29515507,-9.334909087,,-5.960245978,18.60662605
26 Jan 2024,116,9,,107,,-19.86563956,-11.91816363,,-7.947475926,10.65915013
27 Jan 2024,88,37,,51,,-7.179075603,-5.972255451,,-1.206820152,9.452329976
28 Jan 2024,32,93,,-61,,-1.361168043,-3.123642679,,1.762474636,11.21480461
29 Jan 2024,115,10,,105,,-7.325051239,-6.017460545,,-1.307590694,9.907213918
30 Jan 2024,30,95,,-65,,3.907453885,-0.4665875174,,4.374041403,14.28125532
31 Jan 2024,11,114,,-103,,-2.983291503,-3.693258142,,0.7099666383,14.99122196
1 Feb 2024,85,40,,45,,-12.98496235,-8.658595234,,-4.326367118,10.66485484
2 Feb 2024,87,38,,49,,-7.186466118,-5.975665473,,-1.210800645,9.454054196
3 Feb 2024,44,81,,-37,,-1.567819506,-3.226882199,,1.659062693,11.11311689
4 Feb 2024,25,100,,-75,,-5.111037555,-4.915538089,,-0.1954994661,10.91761742
5 Feb 2024,72,53,,19,,-12.0999338,-8.419761185,,-3.680172615,7.237444808
6 Feb 2024,78,47,,31,,-8.98994042,-7.048773125,,-1.941167294,5.296277514
7 Feb 2024,107,18,,89,,-4.990946378,-5.146334469,,0.1553880914,5.451665605
8 Feb 2024,73,52,,21,,4.40814826,-0.4390177457,,4.847166006,10.29883161
9 Feb 2024,117,8,,109,,6.067333434,0.6329331416,,5.434400292,15.7332319
10 Feb 2024,56,69,,-13,,16.36060009,6.051286484,,10.30931361,26.04254551
11 Feb 2024,48,77,,-29,,13.42454008,5.09872216,,8.325817921,34.36836343
12 Feb 2024,116,9,,107,,9.182086073,3.393786052,,5.788300021,40.15666345
13 Feb 2024,48,77,,-29,,18.96387747,8.57409675,,10.38978072,50.54644417
14 Feb 2024,119,6,,113,,14.16748972,6.695391912,,7.472097807,58.01854198
15 Feb 2024,75,50,,25,,24.05074075,12.01062232,,12.04011843,70.05866041
16 Feb 2024,50,75,,-25,,24.14566667,12.6600912,,11.48557547,81.54423588
17 Feb 2024,47,78,,-31,,19.23110001,10.77708664,,8.454013365,89.99824924
18 Feb 2024,103,22,,81,,14.20799,8.688232309,,5.519757696,95.51800694
19 Feb 2024,77,48,,29,,20.887191,12.30382069,,8.583370311,104.1013773
20 Feb 2024,34,91,,-57,,21.6984719,13.13862966,,8.559842245,112.6612195
21 Feb 2024,20,105,,-85,,13.82862471,9.631698176,,4.196926538,116.858146
22 Feb 2024,56,69,,-13,,3.945762242,4.900113267,,-0.9543510246,115.903795
23 Feb 2024,40,85,,-45,,2.251186018,4.005107604,,-1.753921585,114.1498734
24 Feb 2024,112,13,,99,,-2.473932584,1.554852223,,-4.028784807,110.1210886
25 Feb 2024,72,53,,19,,7.673460675,6.427109612,,1.246351062,111.3674397
26 Feb 2024,110,15,,95,,8.806114607,7.055754132,,1.750360476,113.1178002
27 Feb 2024,68,57,,11,,17.42550315,11.45296642,,5.972536721,119.0903369
28 Feb 2024,85,40,,45,,16.78295283,11.4303181,,5.352634728,124.4429716
29 Feb 2024,57,68,,-11,,19.60465755,13.1088022,,6.49585535,130.938827
1 Mar 2024,121,4,,117,,16.54419179,11.90336209,,4.640829705,135.5796567
2 Mar 2024,86,39,,47,,26.58977261,17.15819398,,9.43157863,145.0112353
3 Mar 2024,46,79,,-33,,28.63079535,18.65028428,,9.980511068,154.9917464
4 Mar 2024,64,61,,3,,22.46771582,16.06777007,,6.399945747,161.3916921
5 Mar 2024,24,101,,-77,,20.52094424,15.41438157,,5.106562669,166.4982548
6 Mar 2024,109,16,,93,,10.76884981,10.79366249,,-0.02481267655,166.4734421
